,0
79,"POLYGON ((-93.28155870027369 44.94099291120786, -93.27203871880657 44.94099291120786, -93.27203871880657 44.94773781393581, -93.28155870027369 44.94773781393581, -93.28155870027369 44.94099291120786))"
80,"POLYGON ((-93.28155870027369 44.94773781393581, -93.27203871880657 44.94773781393581, -93.27203871880657 44.95448271666375, -93.28155870027369 44.95448271666375, -93.28155870027369 44.94773781393581))"
81,"POLYGON ((-93.28155870027369 44.95448271666375, -93.27203871880657 44.95448271666375, -93.27203871880657 44.9612276193917, -93.28155870027369 44.9612276193917, -93.28155870027369 44.95448271666375))"
82,"POLYGON ((-93.28155870027369 44.9612276193917, -93.27203871880657 44.9612276193917, -93.27203871880657 44.96797252211964, -93.28155870027369 44.96797252211964, -93.28155870027369 44.9612276193917))"
83,"POLYGON ((-93.28155870027369 44.96797252211964, -93.27203871880657 44.96797252211964, -93.27203871880657 44.97471742484759, -93.28155870027369 44.97471742484759, -93.28155870027369 44.96797252211964))"
84,"POLYGON ((-93.28155870027369 44.97471742484759, -93.27203871880657 44.97471742484759, -93.27203871880657 44.98146232757554, -93.28155870027369 44.98146232757554, -93.28155870027369 44.97471742484759))"
85,"POLYGON ((-93.28155870027369 44.98146232757554, -93.27203871880657 44.98146232757554, -93.27203871880657 44.98820723030348, -93.28155870027369 44.98820723030348, -93.28155870027369 44.98146232757554))"
86,"POLYGON ((-93.28155870027369 44.98820723030348, -93.27203871880657 44.98820723030348, -93.27203871880657 44.99495213303143, -93.28155870027369 44.99495213303143, -93.28155870027369 44.98820723030348))"
87,"POLYGON ((-93.28155870027369 44.99495213303143, -93.27203871880657 44.99495213303143, -93.27203871880657 45.00169703575937, -93.28155870027369 45.00169703575937, -93.28155870027369 44.99495213303143))"
88,"POLYGON ((-93.28155870027369 45.00169703575937, -93.27203871880657 45.00169703575937, -93.27203871880657 45.00844193848732, -93.28155870027369 45.00844193848732, -93.28155870027369 45.00169703575937))"
89,"POLYGON ((-93.28155870027369 45.00844193848732, -93.27203871880657 45.00844193848732, -93.27203871880657 45.01518684121526, -93.28155870027369 45.01518684121526, -93.28155870027369 45.00844193848732))"
90,"POLYGON ((-93.27203871880657 44.91401330029608, -93.26251873733945 44.91401330029608, -93.26251873733945 44.92075820302403, -93.27203871880657 44.92075820302403, -93.27203871880657 44.91401330029608))"
91,"POLYGON ((-93.27203871880657 44.92075820302403, -93.26251873733945 44.92075820302403, -93.26251873733945 44.92750310575197, -93.27203871880657 44.92750310575197, -93.27203871880657 44.92075820302403))"
92,"POLYGON ((-93.27203871880657 44.92750310575197, -93.26251873733945 44.92750310575197, -93.26251873733945 44.93424800847992, -93.27203871880657 44.93424800847992, -93.27203871880657 44.92750310575197))"
93,"POLYGON ((-93.27203871880657 44.93424800847992, -93.26251873733945 44.93424800847992, -93.26251873733945 44.94099291120786, -93.27203871880657 44.94099291120786, -93.27203871880657 44.93424800847992))"
94,"POLYGON ((-93.27203871880657 44.94099291120786, -93.26251873733945 44.94099291120786, -93.26251873733945 44.94773781393581, -93.27203871880657 44.94773781393581, -93.27203871880657 44.94099291120786))"
95,"POLYGON ((-93.27203871880657 44.94773781393581, -93.26251873733945 44.94773781393581, -93.26251873733945 44.95448271666375, -93.27203871880657 44.95448271666375, -93.27203871880657 44.94773781393581))"
96,"POLYGON ((-93.27203871880657 44.95448271666375, -93.26251873733945 44.95448271666375, -93.26251873733945 44.9612276193917, -93.27203871880657 44.9612276193917, -93.27203871880657 44.95448271666375))"
97,"POLYGON ((-93.27203871880657 44.9612276193917, -93.26251873733945 44.9612276193917, -93.26251873733945 44.96797252211964, -93.27203871880657 44.96797252211964, -93.27203871880657 44.9612276193917))"
98,"POLYGON ((-93.27203871880657 44.96797252211964, -93.26251873733945 44.96797252211964, -93.26251873733945 44.97471742484759, -93.27203871880657 44.97471742484759, -93.27203871880657 44.96797252211964))"
99,"POLYGON ((-93.27203871880657 44.97471742484759, -93.26251873733945 44.97471742484759, -93.26251873733945 44.98146232757554, -93.27203871880657 44.98146232757554, -93.27203871880657 44.97471742484759))"
100,"POLYGON ((-93.27203871880657 44.98146232757554, -93.26251873733945 44.98146232757554, -93.26251873733945 44.98820723030348, -93.27203871880657 44.98820723030348, -93.27203871880657 44.98146232757554))"
101,"POLYGON ((-93.27203871880657 44.98820723030348, -93.26251873733945 44.98820723030348, -93.26251873733945 44.99495213303143, -93.27203871880657 44.99495213303143, -93.27203871880657 44.98820723030348))"
102,"POLYGON ((-93.27203871880657 44.99495213303143, -93.26251873733945 44.99495213303143, -93.26251873733945 45.00169703575937, -93.27203871880657 45.00169703575937, -93.27203871880657 44.99495213303143))"
103,"POLYGON ((-93.27203871880657 45.00169703575937, -93.26251873733945 45.00169703575937, -93.26251873733945 45.00844193848732, -93.27203871880657 45.00844193848732, -93.27203871880657 45.00169703575937))"
104,"POLYGON ((-93.27203871880657 45.00844193848732, -93.26251873733945 45.00844193848732, -93.26251873733945 45.01518684121526, -93.27203871880657 45.01518684121526, -93.27203871880657 45.00844193848732))"
105,"POLYGON ((-93.27203871880657 45.01518684121526, -93.26251873733945 45.01518684121526, -93.26251873733945 45.02193174394321, -93.27203871880657 45.02193174394321, -93.27203871880657 45.01518684121526))"
106,"POLYGON ((-93.27203871880657 45.02193174394321, -93.26251873733945 45.02193174394321, -93.26251873733945 45.02867664667115, -93.27203871880657 45.02867664667115, -93.27203871880657 45.02193174394321))"
107,"POLYGON ((-93.26251873733945 44.91401330029608, -93.25299875587233 44.91401330029608, -93.25299875587233 44.92075820302403, -93.26251873733945 44.92075820302403, -93.26251873733945 44.91401330029608))"
108,"POLYGON ((-93.26251873733945 44.92075820302403, -93.25299875587233 44.92075820302403, -93.25299875587233 44.92750310575197, -93.26251873733945 44.92750310575197, -93.26251873733945 44.92075820302403))"
109,"POLYGON ((-93.26251873733945 44.92750310575197, -93.25299875587233 44.92750310575197, -93.25299875587233 44.93424800847992, -93.26251873733945 44.93424800847992, -93.26251873733945 44.92750310575197))"
110,"POLYGON ((-93.26251873733945 44.93424800847992, -93.25299875587233 44.93424800847992, -93.25299875587233 44.94099291120786, -93.26251873733945 44.94099291120786, -93.26251873733945 44.93424800847992))"
111,"POLYGON ((-93.26251873733945 44.94099291120786, -93.25299875587233 44.94099291120786, -93.25299875587233 44.94773781393581, -93.26251873733945 44.94773781393581, -93.26251873733945 44.94099291120786))"
112,"POLYGON ((-93.26251873733945 44.94773781393581, -93.25299875587233 44.94773781393581, -93.25299875587233 44.95448271666375, -93.26251873733945 44.95448271666375, -93.26251873733945 44.94773781393581))"
113,"POLYGON ((-93.26251873733945 44.95448271666375, -93.25299875587233 44.95448271666375, -93.25299875587233 44.9612276193917, -93.26251873733945 44.9612276193917, -93.26251873733945 44.95448271666375))"
114,"POLYGON ((-93.26251873733945 44.9612276193917, -93.25299875587233 44.9612276193917, -93.25299875587233 44.96797252211964, -93.26251873733945 44.96797252211964, -93.26251873733945 44.9612276193917))"
115,"POLYGON ((-93.26251873733945 44.96797252211964, -93.25299875587233 44.96797252211964, -93.25299875587233 44.97471742484759, -93.26251873733945 44.97471742484759, -93.26251873733945 44.96797252211964))"
116,"POLYGON ((-93.26251873733945 44.97471742484759, -93.25299875587233 44.97471742484759, -93.25299875587233 44.98146232757554, -93.26251873733945 44.98146232757554, -93.26251873733945 44.97471742484759))"
117,"POLYGON ((-93.26251873733945 44.98146232757554, -93.25299875587233 44.98146232757554, -93.25299875587233 44.98820723030348, -93.26251873733945 44.98820723030348, -93.26251873733945 44.98146232757554))"
118,"POLYGON ((-93.26251873733945 44.98820723030348, -93.25299875587233 44.98820723030348, -93.25299875587233 44.99495213303143, -93.26251873733945 44.99495213303143, -93.26251873733945 44.98820723030348))"
119,"POLYGON ((-93.26251873733945 44.99495213303143, -93.25299875587233 44.99495213303143, -93.25299875587233 45.00169703575937, -93.26251873733945 45.00169703575937, -93.26251873733945 44.99495213303143))"
120,"POLYGON ((-93.26251873733945 45.00169703575937, -93.25299875587233 45.00169703575937, -93.25299875587233 45.00844193848732, -93.26251873733945 45.00844193848732, -93.26251873733945 45.00169703575937))"
121,"POLYGON ((-93.26251873733945 45.00844193848732, -93.25299875587233 45.00844193848732, -93.25299875587233 45.01518684121526, -93.26251873733945 45.01518684121526, -93.26251873733945 45.00844193848732))"
122,"POLYGON ((-93.26251873733945 45.01518684121526, -93.25299875587233 45.01518684121526, -93.25299875587233 45.02193174394321, -93.26251873733945 45.02193174394321, -93.26251873733945 45.01518684121526))"
123,"POLYGON ((-93.25299875587233 44.91401330029608, -93.2434787744052 44.91401330029608, -93.2434787744052 44.92075820302403, -93.25299875587233 44.92075820302403, -93.25299875587233 44.91401330029608))"
124,"POLYGON ((-93.25299875587233 44.92075820302403, -93.2434787744052 44.92075820302403, -93.2434787744052 44.92750310575197, -93.25299875587233 44.92750310575197, -93.25299875587233 44.92075820302403))"
125,"POLYGON ((-93.25299875587233 44.92750310575197, -93.2434787744052 44.92750310575197, -93.2434787744052 44.93424800847992, -93.25299875587233 44.93424800847992, -93.25299875587233 44.92750310575197))"
126,"POLYGON ((-93.25299875587233 44.93424800847992, -93.2434787744052 44.93424800847992, -93.2434787744052 44.94099291120786, -93.25299875587233 44.94099291120786, -93.25299875587233 44.93424800847992))"
127,"POLYGON ((-93.25299875587233 44.94099291120786, -93.2434787744052 44.94099291120786, -93.2434787744052 44.94773781393581, -93.25299875587233 44.94773781393581, -93.25299875587233 44.94099291120786))"
128,"POLYGON ((-93.25299875587233 44.94773781393581, -93.2434787744052 44.94773781393581, -93.2434787744052 44.95448271666375, -93.25299875587233 44.95448271666375, -93.25299875587233 44.94773781393581))"
129,"POLYGON ((-93.25299875587233 44.95448271666375, -93.2434787744052 44.95448271666375, -93.2434787744052 44.9612276193917, -93.25299875587233 44.9612276193917, -93.25299875587233 44.95448271666375))"
130,"POLYGON ((-93.25299875587233 44.9612276193917, -93.2434787744052 44.9612276193917, -93.2434787744052 44.96797252211964, -93.25299875587233 44.96797252211964, -93.25299875587233 44.9612276193917))"
131,"POLYGON ((-93.25299875587233 44.96797252211964, -93.2434787744052 44.96797252211964, -93.2434787744052 44.97471742484759, -93.25299875587233 44.97471742484759, -93.25299875587233 44.96797252211964))"
132,"POLYGON ((-93.25299875587233 44.97471742484759, -93.2434787744052 44.97471742484759, -93.2434787744052 44.98146232757554, -93.25299875587233 44.98146232757554, -93.25299875587233 44.97471742484759))"
133,"POLYGON ((-93.25299875587233 44.98146232757554, -93.2434787744052 44.98146232757554, -93.2434787744052 44.98820723030348, -93.25299875587233 44.98820723030348, -93.25299875587233 44.98146232757554))"
134,"POLYGON ((-93.25299875587233 44.98820723030348, -93.2434787744052 44.98820723030348, -93.2434787744052 44.99495213303143, -93.25299875587233 44.99495213303143, -93.25299875587233 44.98820723030348))"
135,"POLYGON ((-93.25299875587233 44.99495213303143, -93.2434787744052 44.99495213303143, -93.2434787744052 45.00169703575937, -93.25299875587233 45.00169703575937, -93.25299875587233 44.99495213303143))"
136,"POLYGON ((-93.25299875587233 45.00169703575937, -93.2434787744052 45.00169703575937, -93.2434787744052 45.00844193848732, -93.25299875587233 45.00844193848732, -93.25299875587233 45.00169703575937))"
137,"POLYGON ((-93.25299875587233 45.00844193848732, -93.2434787744052 45.00844193848732, -93.2434787744052 45.01518684121526, -93.25299875587233 45.01518684121526, -93.25299875587233 45.00844193848732))"
138,"POLYGON ((-93.25299875587233 45.01518684121526, -93.2434787744052 45.01518684121526, -93.2434787744052 45.02193174394321, -93.25299875587233 45.02193174394321, -93.25299875587233 45.01518684121526))"
139,"POLYGON ((-93.25299875587233 45.02193174394321, -93.2434787744052 45.02193174394321, -93.2434787744052 45.02867664667115, -93.25299875587233 45.02867664667115, -93.25299875587233 45.02193174394321))"
140,"POLYGON ((-93.25299875587233 45.02867664667115, -93.2434787744052 45.02867664667115, -93.2434787744052 45.0354215493991, -93.25299875587233 45.0354215493991, -93.25299875587233 45.02867664667115))"
141,"POLYGON ((-93.25299875587233 45.0354215493991, -93.2434787744052 45.0354215493991, -93.2434787744052 45.04216645212704, -93.25299875587233 45.04216645212704, -93.25299875587233 45.0354215493991))"
142,"POLYGON ((-93.2434787744052 44.92075820302403, -93.23395879293808 44.92075820302403, -93.23395879293808 44.92750310575197, -93.2434787744052 44.92750310575197, -93.2434787744052 44.92075820302403))"
143,"POLYGON ((-93.2434787744052 44.92750310575197, -93.23395879293808 44.92750310575197, -93.23395879293808 44.93424800847992, -93.2434787744052 44.93424800847992, -93.2434787744052 44.92750310575197))"
