,0
465,POINT (-93.28864515906125 44.9609101406096)
466,POINT (-93.230380293078 44.98720980753745)
467,POINT (-93.26844888573405 44.98417793890615)
468,POINT (-93.22314536046889 44.9748228983385)
469,POINT (-93.26284851588386 44.97159658302525)
470,POINT (-93.2651094423657 44.9645827429299)
471,POINT (-93.26288623770989 44.99364475197631)
472,POINT (-93.26856837298439 44.97467839185505)
473,POINT (-93.26722520730644 44.98064464340985)
474,POINT (-93.26775370210495 44.9756505970135)
475,POINT (-93.24136267499853 44.95016202368122)
476,POINT (-93.29817140230034 44.97987097534021)
477,POINT (-93.26858637392985 44.98122767185753)
478,POINT (-93.27047598236081 44.9768027767362)
479,POINT (-93.23740187695542 44.9719126565932)
480,POINT (-93.23787899387965 44.97433265351066)
481,POINT (-93.28320035482744 44.96693733325861)
482,POINT (-93.2479397779133 44.95913665860824)
483,POINT (-93.23204095806473 44.98873708756236)
484,POINT (-93.29192674984944 44.9474771710112)
485,POINT (-93.24581398751904 44.97282206237146)
486,POINT (-93.22422617611505 44.9851700727823)
487,POINT (-93.26772887922495 44.97235289639826)
488,POINT (-93.2417193059933 44.98221897661215)
489,POINT (-93.24586333879111 44.97337711765865)
490,POINT (-93.22979316272605 44.93412326176851)
491,POINT (-93.27339629323166 44.96395236521865)
492,POINT (-93.3044798520277 44.98879257898685)
493,POINT (-93.23907007467268 44.98438686569545)
494,POINT (-93.27857195661187 44.9698510198908)
495,POINT (-93.25314101843325 44.94836708443465)
496,POINT (-93.27736839977408 44.97757876378853)
497,POINT (-93.25984222765483 44.98081037613665)
498,POINT (-93.24752258561544 44.98775902159645)
499,POINT (-93.27702537307616 44.97801922313085)
500,POINT (-93.27424793472186 44.97917879223222)
501,POINT (-93.2669329509973 44.9700607634163)
502,POINT (-93.2424020403076 44.98053780281288)
503,POINT (-93.27399936308433 44.97369885973389)
504,POINT (-93.27570281535719 44.9750915776141)
505,POINT (-93.2759355250391 44.96628018764945)
506,POINT (-93.29323698585441 44.94382543756)
507,POINT (-93.27660516606585 44.95137667355066)
508,POINT (-93.25491429164742 44.99100750942873)
509,POINT (-93.26394915048735 44.9779573509236)
510,POINT (-93.28872026730825 44.95004485659815)
511,POINT (-93.2719634063933 44.98165496933539)
512,POINT (-93.2543059499651 45.01053755426355)
513,POINT (-93.30257997194209 44.99149847921545)
514,POINT (-93.2707642521728 44.9808659266579)
515,POINT (-93.30328909522648 44.97941868342296)
516,POINT (-93.26263417929158 44.96959733295432)
517,POINT (-93.23647339017775 44.98076704555469)
518,POINT (-93.29443594497455 44.95098958542636)
519,POINT (-93.28560090003398 44.94039992451182)
520,POINT (-93.20869659504224 44.96550517889272)
521,POINT (-93.2957171226179 44.9509960388424)
522,POINT (-93.2712549840366 44.97251894637005)
523,POINT (-93.23330649588262 44.99056635891295)
524,POINT (-93.24681625213256 44.973330484767)
525,POINT (-93.25244769594016 44.9893123392598)
526,POINT (-93.30820808442436 44.99785689096815)
527,POINT (-93.25120568406805 44.98972862657385)
528,POINT (-93.27071087013223 44.9857608619676)
529,POINT (-93.26967641478556 44.98246677795554)
530,POINT (-93.22283191558256 44.96975781412866)
531,POINT (-93.22034864418484 44.97473139284411)
532,POINT (-93.23330268604781 44.98661847953295)
533,POINT (-93.24332939432192 44.96997482734783)
534,POINT (-93.23341766456301 44.9769849678649)
535,POINT (-93.24865671775814 44.94213662654095)
536,POINT (-93.24735080182531 45.01152309844425)
537,POINT (-93.27541824259049 44.97917476105385)
538,POINT (-93.23569452972984 44.9817511119256)
539,POINT (-93.28785484181569 44.950333188405)
540,POINT (-93.26191626693739 44.98044363492374)
541,POINT (-93.27676390257389 44.97154201948042)
542,POINT (-93.27000035207854 44.95319600278158)
543,POINT (-93.26831713980096 44.97716643801605)
544,POINT (-93.27871388903179 44.96090643734856)
545,POINT (-93.26005594686525 44.9920476252199)
546,POINT (-93.24780282306216 44.99509594057979)
547,POINT (-93.2846664525029 44.98501299148585)
548,POINT (-93.25141927667654 44.98283426767321)
549,POINT (-93.2684549910681 44.98336658382375)
550,POINT (-93.26502641230864 44.97120687549985)
551,POINT (-93.26938734284779 44.97699418974975)
552,POINT (-93.2320276793556 44.978347300089)
553,POINT (-93.2976083841191 44.95195447138146)
554,POINT (-93.239478592837 44.94836875415423)
555,POINT (-93.23063364382315 44.9752511431759)
556,POINT (-93.2779117576876 44.93502073043626)
557,POINT (-93.22865147668344 44.97764367690214)
558,POINT (-93.26829673420724 44.96394851591729)
559,POINT (-93.23313650473563 44.94927199651377)
560,POINT (-93.29828522915631 44.9987298034303)
561,POINT (-93.28137252726624 44.94567051609584)
562,POINT (-93.23768006517525 44.98383549625985)
563,POINT (-93.279608185594 44.9600088838962)
564,POINT (-93.26265116153402 44.95063473067716)
565,POINT (-93.27655009326216 44.9740913265331)
566,POINT (-93.27903961541934 44.98045077474451)
567,POINT (-93.23028004311959 44.97306574496977)
568,POINT (-93.261076155271 44.97478010105865)
569,POINT (-93.24859418692876 44.95823738103065)
570,POINT (-93.24443683149885 44.98264340899957)
571,POINT (-93.29062349593994 44.9528448371996)
572,POINT (-93.29178650719611 44.96269861839501)
573,POINT (-93.28807850200693 44.95099895637718)
574,POINT (-93.2422654874408 45.00843262535535)
575,POINT (-93.31953226679445 45.0259104098439)
576,POINT (-93.30451616430156 44.98118175958641)
577,POINT (-93.21358950787905 44.97100941623695)
578,POINT (-93.25917549311085 44.9726534505245)
579,POINT (-93.25313490152951 44.96273177568425)
580,POINT (-93.26264089445479 44.99453225799326)
581,POINT (-93.2950993867388 44.9577785570025)
582,POINT (-93.27882251247425 44.94134126028485)
